Words,Translation
食料品,Groceries
食品,Food
健康食品,Health food
インスタント食品,Instant foods
缶詰,Canned Food
缶切り,Can opener
クリム,Crim
脂,fat
こしょう,pepper
酢,vinegar
酸っぱい,sour
甘酸っぱい,sweet and sour
調味料,seasoning
スパイス,Spices
さじ,spoon
カロリ,Caroli
生,raw
腐る,spoil
むく,decay
いつか広い家に住みたい,I want to live in a big house someday
家に電話しなければなりません,I have to call home
部屋,room
トイレ,Toilet
お手洗い,Toilet
お風呂が付いている部屋がいいです,I want a room with a bathroom
台所,Kitchen
洗面所,Washroom
玄関,Entrance
門,gate
居間,living room
リビング,living room
庭,Garden
ドアを開ける,Opening the door
窓,Window
天井,Ceiling
床,Floor
壁,Wall
屋根,Roof
家具,Furniture
机,Desk
椅子,Chairs
これをあそこの棚に置いてください,Please put this on the shelf over there.
本棚,Bookshelf
あそこの丸いテーブルを使います,I'll use the round table over there.
ソファ,Sofa
ベッド,Bed
家電,Home appliances
起きる,Wake up
目が覚める,I'm awake
今朝、地震で目が覚めました,I was awakened by an earthquake this morning
目覚まし時計,Alarm clock
目覚ましヲセットするのを忘れました,I forgot to set my alarm clock.
食器を洗う,Wash the dishes
石けん,Soap
洗剤でよく洗ったほうがいい,You should wash them well with detergent
犬の散歩をする,Take the dog for a walk
毎朝、犬の散歩しています,I walk the dog every morning.
お湯,Hot water
沸かす,Boil water
いま、お湯を沸かしています,I'm boiling water now.
お湯が沸いたみたいですね,It looks like the water is boiling.
ポット,Pot
シャワー,Shower
浴びる,Take a shower
シャワーを浴びたらどうですか,Why don't you take a shower?
着替える,I'll get dressed.
ちょっと待って。まだ着替えてない,Wait a minute. I haven't changed my clothes yet.
化粧,Make-up
私は朝と夜に、歯を磨いています,I brush my teeth in the morning and at night.
いつも8時ごろに家で出ます,I usually leave the house around 8:00.
出かける時は、窓を閉めます,"When I leave, I close the windows."
鍵,The key
鍵をかける,I lock the door.
鍵、かけてきた,I have locked the door.
ごみ,Garbage
ごみを出す,Take out the trash
出かける時にゴミを出してくれない,You don't take out the garbage when you leave.
掃除,Cleaning
お客さん来るから、部屋を掃除しないと,"We're having guests over, so I have to clean the room."
掃除機,Vacuuming
洗濯,Laundry
洗濯機,Washing machine
クリーニング,Cleaning
これもクリーニングに出したほうがいいね,"I'd better take this to the cleaners, too."
料理,Cooking
留守,Absent
おばさんに電話したけど、留守だった,"I called my aunt, but she wasn't home."
留守番,answering machine
留守番電話,Answering machine
留守番電話にメッセージ残してください,Please leave a message on my answering machine
働く,Working
一日何時間くらい働いているんですか,How many hours a day do you work?
休む,Rest
疲れたら、休んでください,"If you are tired, please take a rest"
片付ける,Clean up
使ったらちゃんと片付けておいてください,Please clean up after using the room.
後片付け,Clean up
帰る,Go home
そろそろ帰りましょう,It's time to go home.
買い物,Shopping
風呂,Bath
お風呂に入る,Take a bath
電気,Electricity
電気をつける,Turn on the light
電気を消す,Turn off the lights
寝る,Go to bed
昨日はよく寝られましたか,Did you have a good night's sleep last night?
パジャマ,Pajamas
生活,Life
今の生活には慣れました,I've gotten used to my life now.
通う,Going to the hospital
父は、週に１回、病院に通っています,My father goes to the hospital once a week
帰宅する,Go home
暮らす,Living
子供の時からずっとここで暮らしています,I have been living here since I was a child
暮らし,Living
田舎暮らし,Living in the country
一人暮らし,Living alone
下宿する,Lodging
学生の頃は、親戚の家に下宿しています,"When I was a student, I lodged at a relative's house"
化粧する,Putting on makeup
洗濯物,Doing laundry
剃る,Shave
ひげを剃る,Shave
眠る,Sleep
原因はよく分からないんだけど、最近、よく眠れないんです,"I'm not sure what's causing it, but I haven't been sleeping well lately."
寝る,Sleeping
こんなところで寝ると風邪ひくよ,You'll catch a cold if you sleep in this place.
分別する,Sorting
あそこにゴミの分別の仕方が書いてあるよ,There are instructions on how to separate the garbage.
留守番する,I'm going to stay home.
私はちょっと風邪を引いているので家でする板ですが,"I have a bit of a cold, so this is the board I do at home."
起床する,Wake up
研修中は6時起床です,I wake up at 6:00 a.m. during the training.
就寝する,Go to bed
病院では就寝時間が決まっています,"At the hospital, we have a set bedtime."
寝坊する,Sleep in
明日、寝坊したら起こしてね,"If you oversleep tomorrow, wake me up."
