Sentence,Translation
・散々待たされた上に、売り切れで一番人気の料理を食べることができなかった。,I had to wait for a long time and could not eat the most popular dish because it was sold out.
・乗車券をお持ちでしょうか。,Do you have a boarding pass?
・試験も終わったことだし、今日はどこか遊びにいかない？,"Now that the exams are over, why don't we go out somewhere today?"
・今夜のパーティーに誰が来るか知ってますか？,Do you know who's coming to the party tonight?
・海外旅行中に、財布を盗まれた上に、スマホも無くした。,I had my wallet stolen and lost my phone while traveling abroad.
・今日の6時までに電話をください。,Please call me by 6:00 today.
・日本語の先生だからといって、何でも知っているわけではない。,Just because you're a Japanese teacher doesn't mean you know everything.
・トムさんは１０年も日本に住んでいるのに、全然日本語が話せない。,"Tom has been living in Japan for 10 years, but he can't speak Japanese at all."
・他の人を馬鹿にしたような口調からして、彼を好きにはなれない。,I don't like him because of his ridiculous tone of voice.
・彼女と結婚するために、一生懸命お金をためています。,I am trying hard to save money so that I can marry her.
・これはポーターという日本の鞄です。丈夫で使いやすいですよ。,This is a Japanese bag called Porter. It's durable and easy to use.
・大型の台風が近づいているので、今夜の天気は大荒れになるおそれがあります。,"A large typhoon is approaching, so the weather may be very rough tonight."
・値札がついたままだよ。,The price tag is still on it.
・私は小説を読むのが好きです。,I like to read novels.
・ケニーさんは彼女と大ゲンカして今大変だそうです。,Kenny had a big fight with his girlfriend and now he's in trouble.
・日本人への日本語の教え方と外国人への日本語の教え方は異なります。,How to teach Japanese to a Japanese person is different from how to teach Japanese to a foreigner.
・図書館は朝９時から夕方５時までです。,The library is open from 9:00 a.m. to 5:00 p.m.
・熱もあるし、吐き気もするし、今はおかゆしか食べられません。,"I have a fever and nausea, so I can only eat porridge now."
・テストでは考えすぎたあまり、最後まで解き終わらなかった。,"In the test, I thought too much and didn't finish solving."
・実際にやってみないことには、できるかどうかわからないよ。,I don't know if I can do it or not until I actually try it on.
・いつ地震が起こり得るかわからないから、しっかり備えておくことが大切だ。,"You never know when an earthquake might occur, so it is important to be prepared."
