Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
,,,,,,,,結構距離あるのにこんな所まで送り迎えしてくれて,"Even though it's quite a distance, you dropped me off and picked me up here.",それで釣る,We'll use that to attract people.,ビール６缶パックを買って帰るらしい,And buys a six-pack of beer.,にしても思ったよりうまくできたな,But it turned out better than I expected.,部活の顧問になったら,When you become an advisor for a club activity,ビーフストロガノフってのもええなあ,"Beef stroganoff would be nice, too.",なんでだよ？,Why not?
,,,,,,,,うん、お姉ちゃんドライブ好きなんだ,"Yeah, she likes to drive.",ざっくりしとるなあ,That's a bit sketchy.,えええ、めっちゃ酒過ぎなんやな,"Yeah, she must drink a lot.",あたしすげー,I'm amazing!,お酒を飲みながら、ゆっくり海外ドラマを見る時間も無くなるわ,I won't have time to sit around drinking and watching foreign dramas.,あおいちゃん、こんなん作ったことあらへんやろ？（こんなの作ったことないでしょ？、関西弁）できんの？,"Aoi, you've never made anything like this before, have you? You've never made anything like this before, have you? (Kansai dialect) Can you do it?",ねえ、当てっこしない？,"Hey, why don't we play a little guessing game?"
,,,,,,,,運転してるときも楽しそうだったよ,She seemed to be having fun when she was driving.,野クルのゆるキャラかあ,"A ""wild character""?",でも、鳥羽先生って前にどこかで会ってるような気がするようなしないような,"I feel like I've seen her before, but I don't know where.",怒っている,You're angry.,あの子たち,Those kids.,レシピあったら誰だってできるわ,"If I had a recipe, anyone could do it.",キャンプ場の写真を送り合って！,Send each other pictures of your campsites!
,,,,,,,,そうなの,I see.,難しく考えんでも、,Don't think too hard about it.,ありがとうございました,Thank you very much.,何か気に障ることでも,Is there something I should be upset about?,キャンプに犬連れていてもいいかな,I wonder if I can bring my dog camping.,あおい、お肉おいしくいただくなら、すき焼きにし,"Aoi, if you want to enjoy the meat, make sukiyaki.",いいよ,Okay.
,,,,,,,,うん,Yeah.,道具と動物合わせれば何とかなるもんやで,"If you combine tools and animals, you can get by.",身延饅頭食って帰るか？,Shall we eat Minobu manju and go home?,千明ちゃん、これ,"Chiaki, here",おおお、チワワだ,"Oh, a Chihuahua.",えー、クリスマスっぽくないよ、おばあちゃん,"It's not like Christmas, Grandma.",やった,Yes!
,,,,,,,,そうなんだ,"Yes, it was.",テントと柴犬を合わせて、「てんしば」とか,"Combine a tent and a Shiba Inu, and you get Tenshi.",賛成,I'm in.,はい,Here,こいつ、ちくわって名前なんだけど,His name is Chikuwa.,そないなことあらへん（そんなことない、関西弁）,That's not true.,私はここ,I'm here.
,,,,,,,,すみません、ホットチャイ１つください,"Excuse me. One hot chai, please.",かわいい,Cute!,３個ください,"Three, please",めっちゃくちゃうまいわね、後でレシピ教えて,"It's really good, give me the recipe later",かわええなぁ、連れてきて,He's so cute. Bring him along.,クリスマスは特別な日やろう,"Christmas is a special day, isn't it?",もしかして,Maybe...
,,,,,,,,うまい,It's good.,じゃ、猫とランタンを合わせて、「にゃんたん」,"Combine a cat and a lantern, and you get ""Nyantan"".",私も３個で,I'll have three too.,うまいんかい,Is it good?,じゃ、一緒に連れてくね,I'll take him with me.,すき焼きは特別な日にみんなでいただくもんや,Sukiyaki is for everyone to enjoy on a special day.,リンちゃん,"Hey, Lynn."
,,,,,,,,そういえばここって紅葉以外にも牛のおばけの言い伝えで有名らしいね,"By the way, I heard this place is famous not only for its autumn leaves but also for the legend of the cow ghost.",ええねえ,Yeah.,じゃ、私は,I'll have...,凍えてた体が一気にふやける感じ,It's like my freezing body is instantly blended.,ここをこうして,"Right here, right here.",言われてみれば確かに,"That's true, if you ask me.",晴れてよかったね,I'm glad it's sunny.
,,,,,,,,おばけ出るの？,Do you get ghosts?,ダッチオーブンと七面鳥を合わせて、「丸焼きちゃん」,"Combine a Dutch oven and a turkey and you get ""Maruyaki-chan"".",１０個ください,"Ten, please.",寒い日にわざわざでかけて温泉で温まる,I'm going out on a cold day to warm up in a hot spring,かわいすぎるよ、かわいい,Too cute. Too cute.,ちゅう訳や,That's why.,,
,,,,,,,,苦手なの？,You don't like them?,調理されてもうた,It's cooked!,食うね,I'll eat.,マッチポンプ、マッチポンプ,"Match pump, match pump.",ちょっと！あなたたちかわいすぎるよ、かわいい,Hey! You guys are too cute. You're too cute.,ばあちゃんに言いくるめられたのか,I guess my grandma talked me into it.,,
,,,,,,,,へやキャン,"No, I'm not.",,,半分は家族のお土産だよ,Half of these are for my family.,あれが駒ヶ岳かな,Is that Mt. Komagatake?,ちょっと！あなたたち,Hey! You guys!,でも、こんな風にお鍋囲むの、日本の年末って感じがしてすごくいいと思う,"But I think it's really nice to gather around a pot like this, it feels like the end of the year in Japan.",,
,,,,,,,,ね、あきちゃん、山の方にいくと、そば、うどんのお店がたくさんあるけどあれなんでだろう？,"Hey, Aki-chan, why are there so many soba and udon stores in the mountains?",,,よかったら、お茶もどうぞ,You can have some tea if you want.,あんなのに上る人もいるんだよなー,There are people who climb up that thing.,校庭で焚き火なんかして火事になったらどうするんですか？,What are you going to do if you make a bonfire in the schoolyard and it catches fire?,せやな,I see.,,
,,,,,,,,言われて見るとそうだな,"Well, now that you mention it, it's true.",,,ちょうどできたてってツイてるよな,It's lucky they're freshly made.,すごいよな,It's amazing.,あ、先生、私たち一応登山部の大町先生に許可取ってからやってます,"Oh, sensei, we got permission from Mr. Omachi of the mountaineering club before we did it.",そうだ、忘れてた,"Oh, I forgot.",,
,,,,,,,,材料が少なくても作れるからとか、水がきれいだからとかじゃないか,"Maybe it's because they can make it with less ingredients, or because the water is clean.",,,ほんのり温かくてもちもちしてておいしいね,It's slightly warm and sticky and delicious.,あー、ヤバい,"Oh, no!",サークルの活動ってことで,It's a club activity.,私クリスマスっぽい物持ってきてたんだよ,I brought something Christmasy with me.,,
,,,,,,,,それはちゃうで,That's not true.,,,あったかうまあやな,It's so warm!,本格的に動きたくなくなってきた,I don't want to move in earnest.,そうなんですか,Is that so?,年末戦士,Year-end warrior,,
,,,,,,,,あれほんまは、「そば、うどん」やなくて、「そばう、どん」やったんよ,"It's not really ""soba and udon"", it's ""sobau and udon"".",,,やっぱり日本人なら饅頭とお茶ずら,Japanese people always like steamed buns and tea.,しまりん！昼飯にローメンなんてどうだ？,Shimarine! How about some romen for lunch?,大丈夫ですよ,That's fine.,サンタクレンジャー,Santacrucian Ranger,,
,,,,,,,,「そばう」の「う」は鳥の鵜や,"The ""u"" in ""soba"" is for cormorant, a bird.",,,ずら,Zura!,焼きそば風とラーメン風が選べる伊那名物の麺料理らしいぜ！,"I heard it's Ina's specialty noodle dish, with a choice of yakisoba or ramen style!",最初のうちはあたしが指導しましたし,I guided them in the beginning.,ミニツリーもあるよ,And a mini tree.,,
,,,,,,,,餌にそばを混ぜて育てた鵜の肉を、甘辛いタレで煮て、山菜まぜご飯の上にのせた、とある山間部の郷土料理、,"The meat of cormorants, raised with buckwheat as food, is boiled in a sweet and spicy sauce and served on top of rice mixed with wild vegetables, a local dish in a mountainous area.",,,身延饅頭ってここの名物に比べたら知名度低いよな,Minobu Manju is not as famous as this place's specialty.,あきちゃん！リンちゃんは今駒ケ根にいるんだよ？,"Aki-chan! You're in Komagane, right?",ですが・・・,But...,おおお！,Oh!,,
,,,,,,,,これが蕎麦鵜丼や,This is Soba-Udon.,,,うまいのに,They're so good!,だったら駒ケ根名物ソースカツ丼だよ,"If that's the case, I'll have Komagane's famous sauce cutlet bowl.",まあ、まったく心配ない訳ではないですが,"Well, it's not that I'm not worried at all.",ちくわトナカイかわいい,cute little reindeer!,,
,,,,,,,,ところがだんだん、「そば、うどん」いうて間違えられ、,"Gradually, however, it was mistaken for soba or udon.",,,せやな,That's right.,いや、断然ローメンだ！,"No, it's definitely Romen!",あたしも他の部の顧問がありますしねー,I'm also the advisor of another club.,一気にクリスマスムードや,It's like Christmas all over again!,,
,,,,,,,,蕎麦鵜丼は歴史から姿を消したらしいんや,"However, it was gradually mistaken for soba or udon and disappeared from history.",,,歌とか作ったら流行るやない？,"If we write a song about it, it'll go viral.",ていうかソースカツ丼なら山梨でも食えるじゃんか！,"I mean, you can eat sauce katsudon in Yamanashi too!",そうだ、一層、鳥羽先生が監督されたらどうです？,"That's right, how about Toba-sensei taking over as director?",なんか,What is it?,,
